timestamp,step,stride_pace,step_rate,contact_time,power,stride_angle,elevation_gain
0,1,1.3001474748782225,98.59791404423825,688,174,6.673793356700651,-6.75
981,2,1.388239541261595,106.06821504595237,548,171,4.568744330985908,-6.75
1972,3,1.3597074119502854,104.39585225570245,656,172,7.754754102041942,-6.75
2961,4,1.3358659981825922,119.40876021379412,795,175,6.344152669952814,-6.75
4023,5,1.4121816103539884,115.1215941948809,705,171,9.642174543430212,-6.75
5015,6,1.410800522178535,108.04071583422422,549,167,7.634925408703032,-6.75
6015,7,1.4469026800326612,121.42078506193847,651,169,6.097366450836982,-6.75
7029,8,1.4569139164099136,122.95007237862507,654,174,8.75902618502299,-6.75
8027,9,1.3713540980557635,107.12668450826288,582,164,5.570008437069278,-6.75
9094,10,1.4123041159024494,111.41252260331066,716,166,4.978163893171867,-6.75
10170,11,1.426403459879613,100.719321686385,671,162,6.561273748973536,-6.75
11179,12,1.4471507965935422,111.13719462550134,756,174,7.055369958848816,-6.75
12238,13,1.4128953871157022,108.73439242869205,572,170,9.658919208972947,-6.75
13270,14,1.3751926694658778,118.21905467581338,601,175,9.117320318269034,-5.5
14344,15,1.416736825998188,110.36971735413407,614,178,8.186736666631843,-5.5
15420,16,1.5017653238091786,112.33932311584385,712,179,6.187663706962991,-5.5
16423,17,1.4262809025379715,110.91000073495658,741,186,6.432146678632151,-5.5
17462,18,1.4466143346185851,112.1758815062375,638,182,6.509382452188838,-5.5
18462,19,1.3530819615274288,96.19640228481437,549,174,8.57946231549333,-5.5
19487,20,1.3839523433751089,105.1841912756332,695,189,6.886713110851824,-5.5
20485,21,1.381452889705755,97.02969948025107,496,186,5.0499598415744025,-5.5
21477,22,1.3133398258452271,114.05716661973736,726,190,7.482734332739637,-5.5
22510,23,1.4763455159134224,120.36089413594783,768,194,7.132748353232146,-5.5
23535,24,1.3887188929142786,100.96006546220174,581,189,8.643388014457754,-5.5
24595,25,1.5231074462698782,108.88171890302144,620,194,9.387493874460672,-5.5
25632,26,1.366870086053889,118.93884030093848,769,199,7.223984440499048,-3.75
26640,27,1.4305643437851894,119.91613922295667,628,186,7.068051756187508,-3.75
27694,28,1.4053440736804363,119.68917366482559,658,190,9.153919570296214,-3.75
28715,29,1.3472704844061618,107.59400980923112,688,193,7.940927489053461,-2.25
29699,30,1.3666883632504918,117.17009352053567,592,182,7.493913669151704,-2.25
30683,31,1.3202812642837938,103.28676311810972,665,187,6.567740876531602,-2.25
31749,32,1.4959930402858632,110.60259398150231,566,177,9.470399198800013,-2.25
32758,33,1.4009484122065554,100.78453852832924,582,180,5.7090078841785,-2.25
33811,34,1.3965943084767496,114.827652345101,637,185,9.836068545535925,-2.25
34810,35,1.3776270527792804,117.12149224178918,743,187,5.560629742393451,-2.25
35800,36,1.3227348173175137,117.90298782069942,724,185,5.804577518666093,-2.25
36866,37,1.4652874766534871,107.24098647578329,700,175,5.223607913064808,-2.25
37858,38,1.4020505385383706,112.0441554898227,691,164,6.370800761678914,-2.25
38872,39,1.4469803381606445,129.0853053911503,727,169,5.1686361183321345,-1.75
39909,40,1.4499287837431512,104.12652882044817,556,166,4.872999690901507,-1.75
40940,41,1.4381112903280682,110.86805808738042,758,169,7.084121368836417,-1.75
41928,42,1.3075351421974413,116.38522020292866,614,158,8.974645809374586,-1.75
42987,43,1.4206660491631966,119.88061094794568,679,162,5.5822281359306345,-1.75
44052,44,1.4439625403351513,102.2072688295607,517,158,8.580232778991938,-1.75
45070,45,1.4131393463570698,122.09040453054007,693,159,6.474037802686034,-1.75
46064,46,1.3465755467182507,100.41048422372654,649,158,9.584608211601843,-1.75
47135,47,1.4536603825766414,128.2054473478676,697,168,9.301351673347448,-1.75
48141,48,1.4251754555654563,120.56216714609903,765,180,7.864604610284394,-1.75
49195,49,1.4978486376766742,124.7227085131581,851,184,8.070135893362341,-1.75
50220,50,1.4779273873299998,121.7109116739921,839,175,7.642087293755812,-1.75
51241,51,1.352344574496333,123.00582189852027,621,172,7.39304945534176,-1.75
52275,52,1.4708776321480879,113.83966401031776,658,177,8.584679083011986,-1.75
53279,53,1.420397291630394,109.12788148310393,671,182,5.068074423291863,-1.75
54264,54,1.3397438183082466,114.12696280939343,624,177,6.18001303293282,-1.75
55294,55,1.357360512883515,106.4650187105731,708,178,7.8888797866360445,-1.75
56295,56,1.3898188741251467,104.26703648044216,701,174,7.468413274774707,-1.75
57315,57,1.4447395656640916,111.27154923443314,596,169,9.463727932260717,-1.75
58317,58,1.351519360692409,113.58852195531531,684,173,4.4542347086638125,-1.75
59309,59,1.343077695697889,117.29586511087656,737,174,8.216456747001747,-1.75
60299,60,1.3031552434268512,112.23236501793488,591,171,7.686141638652787,-1.75
61311,61,1.3502222099854952,101.42956379757123,651,183,4.834697475689538,-1.75
62300,62,1.4120895685428867,117.84390945594023,804,188,7.628839208655669,-1.75
63360,63,1.4125922418533954,99.05674655928641,500,179,5.834927796771561,-1.75
64367,64,1.375320680828632,104.93828743808817,572,182,4.493781083755664,-1.75
65354,65,1.398607871714903,114.3047175340122,775,184,6.528075475365793,-1.5
66367,66,1.444944446408667,115.46685945569844,703,180,6.3688244826496865,-1.5
67383,67,1.3868836292771272,103.9928524485653,529,179,4.293862715016776,-1.5
68394,68,1.4609066662698886,103.7214433207716,519,177,8.130342901158222,-1.5
69423,69,1.4396674096727367,130.76855550151666,865,178,4.8895173416917235,-1.5
70493,70,1.4550949753824656,125.67298070364919,877,182,6.983508458156908,0.0
71481,71,1.3475608252389848,106.65730639817573,699,179,9.241664154107271,0.0
72487,72,1.435579906981358,123.50810805515576,811,192,4.142965271095308,0.0
73561,73,1.4700115885800287,109.49356758744358,736,188,8.966112339318391,0.0
74572,74,1.438206612707176,112.79292645140825,584,186,9.613295200953,0.0
75596,75,1.4131702133525967,101.2294873708093,604,189,8.23962728604599,0.0
76628,76,1.4531138492434144,102.41642714050013,534,185,8.434572318214844,0.0
77680,77,1.465587954647685,117.39582601428395,737,190,4.749321230604733,0.0
78723,78,1.4042480099657186,109.7617554964986,696,187,7.213452579334298,0.0
79737,79,1.3348506110949252,120.98512181265048,705,192,4.998172657476687,0.0
80736,80,1.3583920983126958,95.81934817448037,546,188,7.074127327275465,1.75
81721,81,1.3897477111255194,119.84062574569634,776,190,8.244463679429376,1.75
82770,82,1.424000482842339,123.46057067513901,847,195,9.672713879077161,1.75
83824,83,1.4786247124142715,127.31182706015545,765,192,5.379628687390457,1.75
84870,84,1.3796684524159666,124.40400092708218,651,187,6.703036070114856,1.75
85924,85,1.486618007235965,112.9331016823766,742,192,6.681673357203146,1.75
86948,86,1.3959890454330885,126.85000218936503,658,187,5.335445359898719,1.75
88021,87,1.5064922102045537,117.06607956481248,603,183,5.053581431642576,1.75
89094,88,1.5132255678927236,131.53119698982695,841,187,7.1106597157151805,1.75
90087,89,1.3228923628497569,105.71879067656356,627,185,9.828861656027673,1.75
91122,90,1.4803544527659511,132.47145734162595,907,187,7.442111127216889,1.75
92103,91,1.3557803704293805,98.58968104487836,659,186,6.132532573331173,1.75
93119,92,1.3927104650355635,118.09230021215241,671,187,6.871899417194768,1.75
94194,93,1.5161881891737605,134.4018983614471,818,190,6.657977155252683,1.75
95248,94,1.5273659753219444,130.42331585678355,659,187,6.293986374062252,1.75
96296,95,1.506719349337034,111.96904401740763,667,190,4.786567562245597,2.25
97311,96,1.358728199486722,103.84760703755597,721,191,7.040339826898245,3.5
98341,97,1.3682520678885377,106.69115312205058,706,187,7.543574557709759,3.5
99394,98,1.4228898308519429,100.15479668077643,563,183,4.690071030286656,3.5
100395,99,1.31626520005137,93.32766851006745,622,186,4.672953528373081,3.5
101457,100,1.4627425806369538,113.55949144589503,738,188,4.420246383412484,3.5
102523,101,1.5062465129475542,107.58996465960401,710,183,4.507861997291245,3.5
103563,102,1.4869421670362075,123.32484742512938,794,188,6.632138269124505,3.5
104563,103,1.4344511422751762,105.45727073894143,606,186,7.180452362057111,3.5
105585,104,1.4095497874733982,116.85333217972769,703,188,8.20291590993625,3.5
106630,105,1.4779869236185414,129.35481248529956,739,191,6.040444088594192,3.5
107701,106,1.4771909372507137,133.80517529858614,764,204,6.113598957842741,3.5
108690,107,1.3382336191116475,121.368976520256,705,203,9.250425041363536,3.5
109710,108,1.4089882804068212,109.89958281178544,641,201,8.602504553001287,3.5
110760,109,1.3957237105590632,125.91158593171836,730,205,4.885232671560198,3.5
111825,110,1.5053064790118578,106.17919348279133,685,201,9.453894914836864,3.5
112849,111,1.3732648886704368,106.56587073138557,680,198,5.498866661938243,3.5
113832,112,1.3999092859778433,101.28378851914519,593,185,9.45812867635064,3.5
114813,113,1.3115328285719765,92.72736915967658,600,187,4.247664050673224,3.5
115807,114,1.3202035709291569,103.58240493983737,640,188,5.4319419103574225,3.5
116868,115,1.466704074523614,102.77194584995966,671,193,7.45066600187409,3.5
117881,116,1.4341277559745393,101.81576335671386,662,188,5.0989255301980325,3.5
118919,117,1.450856457563431,110.84149068331895,648,176,8.58174271013327,3.5
119948,118,1.368504204876288,96.09244992042544,664,180,4.974504465959721,3.5
120940,119,1.3624184065507206,109.1297906492023,571,165,5.904144925346833,3.5
121985,120,1.4363614291010292,129.49625545773952,779,169,4.531956545656508,3.5
123039,121,1.3895051144409332,104.18054003882986,566,167,5.867903085403303,3.5
124092,122,1.4861888148975972,123.41741926348905,838,175,5.483258788361929,3.5
125148,123,1.3885264428344666,122.4282761082966,803,171,7.549341626420941,3.5
126209,124,1.4337006562734937,108.61715094421443,675,167,9.460999314254689,3.5
127195,125,1.326901400123933,115.5672286451805,747,169,6.4784278948977905,3.5
128251,126,1.4127786195198313,119.7920761103231,791,173,6.977735845631038,3.5
129321,127,1.4481568874523492,118.89441983413317,792,181,5.991230063593962,3.5
130319,128,1.3767244406776162,98.48107030302255,517,177,7.231377899945222,3.5
131336,129,1.4302473600698764,107.97963955249287,721,178,6.675395536900299,3.5
132358,130,1.4508413916178218,101.73937981313128,523,174,4.373038159455698,3.5
133371,131,1.3793057431185773,108.24751755048918,570,177,9.813516130864931,3.5
134444,132,1.4230323875927091,109.75463119812535,587,182,8.047519377866216,3.5
135505,133,1.5117499139493653,123.19743538965922,836,183,6.459289757291145,3.5
136536,134,1.4518130985559528,107.0080015519875,721,178,4.153434173066287,3.5
137610,135,1.4422090960582161,104.41706345079336,697,177,8.1423388197447,3.5
138688,136,1.4648078517934564,122.01612482067225,680,167,5.833711455415835,3.5
139722,137,1.4700901668371518,103.56586347045804,667,165,5.303585764356865,3.5
140727,138,1.3329531801637298,96.985305564225,656,160,5.37653107947074,3.5
141785,139,1.4077395577225553,111.87892892916601,674,161,6.797698935833032,3.5
142807,140,1.4805318949243884,122.00457364669482,810,173,6.296414107021045,4.5
143882,141,1.5508602834363627,127.67486895503515,706,170,9.451477950488297,4.5
144955,142,1.437319612771187,101.25691344268172,634,169,7.70847473153434,4.5
145937,143,1.3213214685288592,118.51500870965899,810,170,7.750471074875324,4.5
146930,144,1.3116120395428095,104.74229359372507,668,166,9.982718889984453,4.5
147935,145,1.417920577977277,104.55396929467062,545,162,7.10119362479189,4.5
148933,146,1.4406618717047386,115.7783465149674,794,165,6.2312821486565575,4.5
149949,147,1.467543973300069,128.7280613554652,688,162,5.255531103950763,4.5
150958,148,1.4177935734642466,124.2614698319565,644,157,4.886365616209474,4.5
152013,149,1.5201187469098094,125.0106339148086,817,166,4.9678661520682725,4.5
153073,150,1.4234604618570172,105.49725272095685,549,163,5.993231233066109,4.5
154067,151,1.361642227445737,96.48116312926052,563,168,9.280721434090527,4.5
155110,152,1.4254327677933236,99.88767120583361,663,170,8.970942113229178,4.5
156160,153,1.490525402979078,134.8731384600638,899,181,4.108366123857463,6.0
157211,154,1.425732151661859,120.50042896857587,760,168,5.840168618349159,6.0
158252,155,1.4237018411038858,126.29090371286648,829,182,5.527938239336504,6.0
159254,156,1.3534054598440513,121.81861258604874,616,178,7.72441187680158,6.0
160296,157,1.4328325226713519,107.20291776684587,749,180,4.407952647552782,6.0
161322,158,1.4810168032720599,127.34299908350998,788,184,5.209267664411626,6.0
162331,159,1.4052888164077653,103.70088228705441,638,183,8.8260434478035,6.0
163372,160,1.375906206050228,101.0407137774017,519,179,6.71051820181796,6.0
164369,161,1.3613782442665996,106.80091466989295,680,182,8.617575190609045,6.0
165436,162,1.4752719927126559,123.30003005632659,650,179,4.338077817164267,6.0
166455,163,1.4709776084450206,104.36124285261634,555,178,8.446835225270311,6.0
167534,164,1.526350992747131,125.05584421516184,658,182,8.490281309395936,6.0
168601,165,1.5287356950000481,138.99425074755328,925,187,4.864462639592673,6.0
169627,166,1.4746743975513785,128.90225729431089,696,186,6.248234203809773,6.0
170618,167,1.3464206200719753,111.97818396709353,595,178,8.542825521730595,6.0
171653,168,1.380510078454869,111.83653022624438,638,181,6.788294858931078,6.0
172661,169,1.403743715350285,110.90049191848132,566,178,4.214811342577808,6.0
173734,170,1.4153927792789023,103.59380745345335,599,193,9.777665768395162,6.0
174814,171,1.5484450038099042,116.72369635683836,588,192,7.469140280226205,6.0
175865,172,1.4826461356139196,105.39858170791372,530,189,5.823851704439078,6.0
176881,173,1.439086814675092,103.12352163597961,574,193,8.76606129738277,6.0
177867,174,1.401563998737399,104.5859702716771,607,202,5.975044441909918,6.0
178888,175,1.4695723449367593,131.82483593033194,811,207,8.571554365761063,6.0
179887,176,1.441963463919205,124.6214854152547,664,204,8.724765045716065,6.0
180894,177,1.4321652574636783,127.33569866195069,717,209,8.660412371843615,6.0
181945,178,1.4410978661402671,124.5359487826285,870,221,6.917902027078652,6.0
183007,179,1.5235957894169947,137.21039761695442,869,218,6.03197621631962,6.0
184052,180,1.4144836188575785,114.9171004841477,753,213,5.053217994776339,6.5
185115,181,1.4707515788305905,110.16799442907961,626,210,8.198008748005218,6.5
186124,182,1.3309588287886147,100.09404466963332,578,195,5.745216230273523,6.5
187187,183,1.4005086692147461,98.81098194060924,535,194,8.938500154489923,6.5
188237,184,1.3990504417414913,107.40905985941663,589,195,6.443288401942481,6.5
189280,185,1.37855398398924,98.91396193340621,596,199,9.842444234162324,6.5
190305,186,1.4334839652102231,120.75848727277747,831,204,9.054433517427757,6.5
191339,187,1.4099594065555328,112.42550192552922,672,199,8.960782987475465,6.5
192324,188,1.3324562085139462,113.16603535578278,789,203,9.715535533720496,6.5
193306,189,1.3443135151683578,101.7787544766711,651,191,6.264865678465347,6.5
194373,190,1.4288093324157884,117.84209319259654,706,192,9.727182977224103,6.5
195362,191,1.3624165198640394,112.78122737247223,730,205,6.108540678190777,6.5
196430,192,1.4860994327356798,107.76384716509301,682,201,9.52484499838012,6.5
197471,193,1.3988657229027939,114.76976248204787,598,194,6.915611613172338,6.5
198551,194,1.544086906370263,134.87037508542863,676,199,8.24523392707157,6.5
199538,195,1.366492009983475,120.14268728135944,805,202,7.2780114393266295,6.5
200581,196,1.414556937714523,108.43930769165488,653,199,6.6765728900430155,6.5
201659,197,1.482711965506669,133.9432062351005,912,203,8.74299817814092,6.5
202678,198,1.4378370988644926,127.34967206247839,769,202,9.67251650568557,6.5
203734,199,1.441987045148782,120.63048218741919,813,207,4.002184275252054,6.5
204744,200,1.3628020332228734,101.94723372337353,637,202,6.193396153796504,6.5
205794,201,1.4235836221233404,110.76951087243731,742,206,4.7344424292483955,6.5
206793,202,1.3664073972662856,117.20352141944151,698,204,5.797821327196338,6.5
207858,203,1.4682558568226636,109.49830431277516,666,197,4.635190237283849,6.5
208862,204,1.3445139281237097,108.56122498866664,609,188,7.240889854552917,6.5
209935,205,1.420565461614152,119.77040919178064,720,191,8.071010025032626,6.5
210949,206,1.4575167032487788,119.82483275527946,688,187,9.758985301664314,6.5
211991,207,1.466680224904232,103.10977075129199,585,182,8.97104626032951,6.5
212977,208,1.3974624805206863,119.10909404445788,815,187,5.1162824728737295,6.5
214038,209,1.496424058487268,111.91928525065734,779,186,9.718290944056468,6.5
215112,210,1.466537585959766,115.3827799793291,581,183,5.978023523958121,6.5
216106,211,1.3552376990772725,108.0017322882312,621,186,9.800398750178356,6.5
217154,212,1.4543937341333526,103.71553814228177,691,187,9.736553400585834,6.5
218222,213,1.5200767732780822,107.12231460208183,591,183,7.682431060656532,6.5
219256,214,1.468457845414843,103.2224163660958,568,179,5.129210114435289,6.5
220238,215,1.3625095884631888,96.05297628105467,493,175,8.151644067396774,6.5
221234,216,1.3386941043015643,104.63558788256863,712,178,5.099680722805773,6.5
222253,217,1.4653655391537006,126.17147121778343,877,179,6.9004955948063476,6.5
223261,218,1.332117874249425,118.38109100712272,681,177,4.961251971304594,6.75
224339,219,1.4734335012019157,110.4506035171263,649,175,6.469643541210522,6.75
225340,220,1.3424584805095137,96.6297614439899,609,172,6.976768609937235,6.75
226370,221,1.3841241544450853,117.89829118959877,648,177,8.998414861816409,6.75
227420,222,1.4402717689416344,123.96655005984893,792,182,5.8084458582280245,6.75
228413,223,1.3543413493312924,104.80843024659687,670,175,8.166013528172385,6.75
229479,224,1.5099626365868017,116.40737202195285,614,174,8.336302237134491,6.75
230539,225,1.4375905094132517,117.03631388237498,647,175,6.013511876306488,6.75
231530,226,1.4267511691563697,113.86102111184674,696,178,7.81292403228451,6.75
232537,227,1.4342641957806221,102.61917476365528,525,174,7.32605649948606,6.75
233565,228,1.411778965407735,102.61619365995233,585,177,9.26939596609909,6.75
234612,229,1.3854545602785562,102.91901707861395,597,182,8.316150437735145,8.0
235676,230,1.5029328340338157,110.47603983691842,575,180,7.247516982486174,9.25
236728,231,1.4135390778767443,113.41750756669673,746,183,9.838930658412679,9.25
237771,232,1.4198984691357532,114.05061820660728,590,170,5.234898214377623,9.25
238838,233,1.4398030963179842,129.25738359447152,871,174,9.918882388053447,9.25
239893,234,1.4697433969151068,106.07608814603806,543,173,5.875294731377461,9.25
240967,235,1.4987353586922236,122.33119807583684,622,178,4.513687003730479,9.25
241957,236,1.3514397748815359,104.84659482261961,576,177,7.434780705798384,9.25
242948,237,1.4049843944547784,102.19147827217022,651,181,6.364898988494215,9.25
244010,238,1.4800603556655616,129.33604407072968,755,182,6.2762452387072845,9.25
245033,239,1.3866015648317285,124.07243387841905,685,179,7.385069602053816,9.25
246021,240,1.3222640442463574,117.41519778478919,738,184,5.298593384652463,9.25
247017,241,1.420892022078792,128.76241568302382,794,189,6.799548307634353,9.25
248087,242,1.449178892804128,111.02237729169734,757,186,4.891878148949942,9.25
249166,243,1.5047841364010952,123.24882246641634,830,190,7.005935117225636,9.25
250153,244,1.4300282969464375,129.96881826231382,755,186,8.775154574942393,9.25
251168,245,1.3608718102654263,99.76916561028507,546,185,4.805256989870697,9.25
252196,246,1.3803994108181115,98.73852288098112,683,186,5.0784042947559875,9.25
253180,247,1.357986896569477,102.84491158793931,552,178,6.005552520705938,9.25
254186,248,1.333665969221102,99.63726525301857,597,180,8.21331284332901,9.25
255200,249,1.3840709257906934,117.84037434548564,762,182,8.705518391717137,10.25
256204,250,1.4385233259525227,106.28447234242644,742,181,9.523034787962604,10.25
257203,251,1.3921544943649644,100.6964105328924,591,170,7.521074735373198,10.25
258277,252,1.4218766452712057,127.01902486793864,753,173,5.440299385212914,10.25
259353,253,1.4511924001983545,121.26880651607105,690,169,4.507379670778943,10.25
260371,254,1.422766011422329,128.00784343796914,753,171,5.234803404608584,10.25
261363,255,1.4160020640607833,105.23033354724176,612,157,8.907438284455397,10.25
262443,256,1.524408934141881,124.80271698921268,706,161,9.325950912440764,10.25
263473,257,1.3800323076706604,101.36245093205964,536,160,7.057287282024742,10.25
264506,258,1.43886551647295,103.59824261159982,659,163,8.162714508557887,11.25
265530,259,1.355369359531997,107.8779145665625,574,159,7.999426313203093,11.25
266572,260,1.3841314802914866,113.34828880874917,614,161,7.707220474023675,11.25
267554,261,1.3403049807463443,102.8088072289886,625,164,4.788616721130842,11.25
268626,262,1.5038004790557076,129.63861460261143,760,174,9.511231462610553,11.25
269701,263,1.4343491524657053,119.55278201120126,772,177,7.941674500106377,11.25
270695,264,1.3603603633010024,116.9211654367623,809,179,6.648830109625934,11.25
271680,265,1.3903726987693665,102.12383036897059,669,174,4.79361720217996,12.25
272683,266,1.4148796646796469,128.21132113254941,652,166,9.111575255965125,12.25
273725,267,1.402678899102931,101.76104705867427,595,162,6.593273377287715,12.25
274720,268,1.3984377166004032,103.21282830291632,679,167,8.781230085729225,12.25
275786,269,1.4941355461310744,130.63589746982782,812,170,9.417251715702525,13.5
276801,270,1.388948044520623,114.76293759953889,597,166,4.60338099676645,13.5
277829,271,1.4265031752753974,105.7660679928159,698,169,8.392223665600184,13.5
278838,272,1.3552399500890675,121.27939852706389,735,174,8.037752188182145,13.5
279915,273,1.441609918208707,119.74803268554868,673,167,4.861093099114701,15.25
280901,274,1.4041711090860878,106.72481192764305,673,163,7.320025347668625,16.5
281903,275,1.3948115282170828,119.45473673420555,685,165,5.89190775097738,16.5
