timestamp,step,stride_pace,step_rate,contact_time,power,stride_angle,elevation_gain
0,1,1.288177516047431,107.16584130928048,656,140,9.807057438152638,-6.75
981,2,1.289882455835367,110.16144531018283,747,144,7.417054128026949,-6.75
1972,3,1.4316095711122319,100.76253876177928,547,140,9.071312682975298,-6.75
2961,4,1.3747866809149376,123.34051025115012,818,147,4.2859179961647,-6.75
4023,5,1.4824552761423193,114.39274796968434,784,146,9.843206193073986,-6.75
5015,6,1.3180449561604144,117.271368716844,656,143,9.276853574280349,-6.75
6015,7,1.4328951106441736,126.34912492164321,824,146,6.366360018508321,-6.75
7029,8,1.3515249927805018,96.81275551953871,564,144,6.388817782934746,-6.75
8027,9,1.3834569424303342,125.77387849096775,678,151,8.857492215706175,-6.75
9094,10,1.5429111391490862,115.61875070176632,667,150,5.455678221788648,-6.75
10170,11,1.5268843188067611,123.91187257663478,799,154,4.934936219834725,-6.75
11179,12,1.4568244859307131,105.65651418957765,628,144,4.756416958713949,-6.75
12238,13,1.4731979644384583,123.49128610953919,652,145,9.088778729895642,-6.75
13270,14,1.4916326976302716,107.97632746921249,748,147,5.579827124087459,-5.5
14344,15,1.5398805742342205,139.13819663181084,965,159,8.273868431069733,-5.5
15420,16,1.4685583158121296,129.0975296502252,810,157,9.009542881570301,-5.5
16423,17,1.4121114853422299,110.9809750273068,622,152,5.11017248816389,-5.5
17462,18,1.471197388435223,131.95464335596174,882,153,5.776233199286075,-5.5
18462,19,1.383233453956923,102.62264965491966,593,140,5.36619144061061,-5.5
19487,20,1.4613236320724647,124.07560301892762,697,143,8.928991127023297,-5.5
20485,21,1.441448153064791,119.55610646067215,675,140,9.110525880303218,-5.5
21477,22,1.4078599813268502,123.16255382239038,709,151,5.7666874924911795,-5.5
22510,23,1.389097376343816,99.11879731333738,540,148,5.805081180343705,-5.5
23535,24,1.3899405057389673,115.74137893668475,682,152,5.350351680811381,-5.5
24595,25,1.4670054798836376,116.9292051703957,660,148,5.748430155789788,-5.5
25632,26,1.3724132772651265,118.85929385715043,829,149,5.893364500080904,-3.75
26640,27,1.4229372435114658,105.71441051840877,620,137,7.3061571645718715,-3.75
27694,28,1.5042011011988647,116.40313848963405,610,133,9.855044622945059,-3.75
28715,29,1.4220559500891066,106.55350943593768,648,136,5.682348159317862,-2.25
29699,30,1.3189572629119493,95.57512605862705,541,135,8.170974376548621,-2.25
30683,31,1.3385033890139832,102.52213392474087,698,139,4.783149168972205,-2.25
31749,32,1.418632049418222,119.72873055058903,728,144,4.534296717949533,-2.25
32758,33,1.3577436830623026,119.16055122508452,751,145,5.027252557642426,-2.25
33811,34,1.4990683726092404,114.0213616111012,763,146,9.25421073791589,-2.25
34810,35,1.4301025198391253,115.9118609759433,776,149,7.044748116440898,-2.25
35800,36,1.3818435078601015,124.4226259024294,740,146,5.413171805222467,-2.25
36866,37,1.4386697202470498,105.25357483779572,639,144,7.857087051424472,-2.25
37858,38,1.365492194540718,106.02872580132718,647,148,9.368630823662393,-2.25
38872,39,1.3674441824323165,109.93533347289923,620,144,7.2297718449609025,-1.75
39909,40,1.375300656396213,108.0792895320665,711,159,9.327824589481393,-1.75
40940,41,1.454620483294171,125.75530587483355,639,154,9.940409707681846,-1.75
41928,42,1.3254072555162788,102.71622700087819,672,155,8.251613262469789,-1.75
42987,43,1.4353959985952534,120.4220036511977,760,156,6.735176718506359,-1.75
44052,44,1.5058921426030454,135.84707379643908,704,151,8.01777752012056,-1.75
45070,45,1.4031505959655959,104.85085317661836,686,146,7.029323130204469,-1.75
46064,46,1.4263976485419831,122.94030511555123,749,149,8.02015140025513,-1.75
47135,47,1.449842523422724,116.48283445937014,784,150,4.0950898488760625,-1.75
48141,48,1.4091808365278284,105.05892072257394,636,143,8.47052014930097,-1.75
49195,49,1.512580363715,111.64547818950902,651,148,4.184189860291379,-1.75
50220,50,1.4814202982574574,105.05319444643705,598,140,5.249211350334353,-1.75
51241,51,1.3930572025195926,116.49136093152032,614,148,8.52767776275296,-1.75
52275,52,1.4201687583534317,117.87335684385903,593,143,6.174370582549948,-1.75
53279,53,1.3912904860038153,98.05445956368555,496,141,4.282433110984572,-1.75
54264,54,1.3290970732896719,94.71345484285516,559,146,6.475576172876457,-1.75
55294,55,1.3556390202530926,114.67860316552775,600,150,8.581278874641862,-1.75
56295,56,1.4456939576608825,105.3708864424458,612,160,7.509589808874308,-1.75
57315,57,1.3795445185578363,101.43423538012665,538,156,6.822240778748992,-1.75
58317,58,1.394641896920871,107.20251979750245,617,157,9.646665086867047,-1.75
59309,59,1.398120302750864,103.1742556621786,688,164,9.240061032856596,-1.75
60299,60,1.3626559882110385,102.15808432834487,671,159,8.168328733658596,-1.75
61311,61,1.3654548663612693,121.69472867172664,747,160,5.000316484513708,-1.75
62300,62,1.3867000367972353,125.36195556842381,752,162,6.925040438240749,-1.75
63360,63,1.4636195631484348,109.77499372514347,634,155,5.136998668204483,-1.75
64367,64,1.3499667397866129,119.70685476992745,830,159,4.83249793757341,-1.75
65354,65,1.3124893459007263,103.94436350545675,522,154,9.35740409286895,-1.5
66367,66,1.4208742041764075,115.7825111111354,612,159,8.72311940164349,-1.5
67383,67,1.4111532685908246,112.38369797846269,692,174,5.0585208608296615,-1.5
68394,68,1.3969498704531118,121.2670677720089,695,179,9.862431790584893,-1.5
69423,69,1.4261277936700705,103.72196882829685,584,177,9.607135502856996,-1.5
70493,70,1.4888249393121613,131.17707007513047,879,182,8.79179314335996,0.0
71481,71,1.3047000328984066,98.99082434267609,583,180,8.402028118353615,0.0
72487,72,1.3871289005329315,105.56343053789746,600,183,6.37219530894192,0.0
73561,73,1.533315046716923,139.04833149242597,939,194,8.938109242516044,0.0
74572,74,1.353810846001883,116.7170441938727,696,185,6.377330449646566,0.0
75596,75,1.4364664799914735,115.95343867492716,724,187,6.121595987213602,0.0
76628,76,1.3835974349140703,105.66606417872256,700,184,7.0100111360389015,0.0
77680,77,1.4775427733195012,103.47009248497912,685,171,8.47858944231524,0.0
78723,78,1.377531498105748,106.56322005649545,736,175,6.449602760802822,0.0
79737,79,1.4345015385833992,100.72786495614733,564,174,6.364179160592398,0.0
80736,80,1.3354038693984107,103.09371318597422,718,176,4.020369585443644,1.75
81721,81,1.3041715676385044,99.1625431453882,567,172,9.745021481001597,1.75
82770,82,1.5075362515943564,109.73055093427787,565,168,7.547962266145401,1.75
83824,83,1.3921885344491087,116.1406732910425,808,181,5.256340781031887,1.75
84870,84,1.4712312938014742,122.50521656680911,845,185,7.705341833486575,1.75
85924,85,1.4249021434253488,109.7293343921699,724,184,7.399980717283493,1.75
86948,86,1.38843232287138,99.86917883382633,667,183,6.453908103911749,1.75
88021,87,1.5025122311978647,124.99269366371222,861,191,7.865979175984226,1.75
89094,88,1.5197118067555933,116.20230860939851,753,183,7.359895016706269,1.75
90087,89,1.3819894445067284,121.13009448132921,763,185,8.149495225849808,1.75
91122,90,1.437368566202579,101.48874096080037,666,183,7.02622636047485,1.75
92103,91,1.3734736929906428,116.40138848578074,680,184,5.21727222216841,1.75
93119,92,1.3825678909608925,96.96499307520405,487,181,7.870670077215647,1.75
94194,93,1.550565200851574,130.500828968501,750,191,9.613307645174064,1.75
95248,94,1.496367822683571,114.56343099084454,603,190,5.817281609785022,1.75
96296,95,1.4669007880657752,133.3440450521868,810,193,5.94881158028997,2.25
97311,96,1.3522348033589917,113.84297207363643,586,190,5.381142763853067,3.5
98341,97,1.4471033605445862,112.20388156034716,755,195,8.807617141114372,3.5
99394,98,1.4040660679621366,111.4296088793527,651,192,9.39275898775859,3.5
100395,99,1.3687557169377247,123.79830016824253,854,196,5.448789841021761,3.5
101457,100,1.4119415850886363,114.50994319085153,652,184,7.680596065634797,3.5
102523,101,1.4417450350572023,127.41262443974828,783,189,7.921620058862676,3.5
103563,102,1.443103539936027,117.05807851378859,707,187,5.582365112313628,3.5
104563,103,1.4058205423400625,115.1765512157696,782,188,7.962941468270126,3.5
105585,104,1.365411175260759,99.40176599512709,583,184,9.146936482499324,3.5
106630,105,1.4200932528539574,120.0965305321779,747,186,8.811505722892804,3.5
107701,106,1.5294235099985871,113.11281633728204,776,189,6.227560100427293,3.5
108690,107,1.391716315950734,105.50231529642211,638,185,8.838933050323687,3.5
109710,108,1.4157864378716358,118.83316361818365,701,189,4.6871732452579336,3.5
110760,109,1.4761791970732616,115.72169538601469,661,184,7.66239294136466,3.5
111825,110,1.4947913698427175,131.426794235635,807,198,8.559269976049638,3.5
112849,111,1.4365928894961804,113.06202429902237,744,194,5.98003517291699,3.5
113832,112,1.3236308499516367,117.74084995286448,645,192,5.892901765333509,3.5
114813,113,1.4100048130736138,119.30033365897668,774,204,8.876007592371336,3.5
115807,114,1.3823489636219433,115.15648037961675,730,203,6.701193383566751,3.5
116868,115,1.4536323826205295,132.19256852175306,683,202,5.953074719493512,3.5
117881,116,1.4193586455958282,115.29196126682925,666,192,5.486239566721457,3.5
118919,117,1.4268337976503491,127.04968078610806,646,181,6.654196848624833,3.5
119948,118,1.3536402279425457,109.43879721289859,725,182,6.314739426638441,3.5
120940,119,1.3622166417899795,103.14360890244107,539,178,8.483027438968072,3.5
121985,120,1.416878937882912,117.49528490543196,749,192,9.576592502529547,3.5
123039,121,1.4549185798776343,123.74454564407328,684,191,8.678249416619137,3.5
124092,122,1.398198778325757,115.48688793822969,763,192,5.101685492603178,3.5
125148,123,1.521705266134835,112.89768066440173,771,197,6.098962904153695,3.5
126209,124,1.449062649221164,107.79076799785543,552,196,4.427708183644533,3.5
127195,125,1.3259376353060244,115.84251537747208,655,206,7.097643626835236,3.5
128251,126,1.4526903884516122,112.15712145976981,768,209,5.576115400698918,3.5
129321,127,1.5155245771393957,106.13442820505942,696,208,8.784829816580064,3.5
130319,128,1.3870700278762342,114.33559113412439,584,203,8.43626817709019,3.5
131336,129,1.3558729236364715,117.16287170886604,766,215,8.291652532275029,3.5
132358,130,1.3726645751927864,116.33509480868064,727,212,5.191050173705312,3.5
133371,131,1.3607849187339882,102.28250513691437,578,209,5.401895639360154,3.5
134444,132,1.4545929144193843,117.42432891891237,600,213,9.452128112120517,3.5
135505,133,1.473800086968336,125.7376511699165,813,218,9.129159134797113,3.5
136536,134,1.4473944645489023,120.22380103554464,743,216,5.13543808139076,3.5
137610,135,1.4729233807842876,118.32719677175132,750,218,5.133213357099313,3.5
138688,136,1.4884089634493154,129.00109804284878,646,216,6.084983891308365,3.5
139722,137,1.448554502949842,116.71637188062347,779,217,6.121166230967197,3.5
140727,138,1.3388959703708532,119.36602453855674,619,213,9.72949598203149,3.5
141785,139,1.479257369870313,106.47717110825447,536,198,5.350835571473327,3.5
142807,140,1.3762545312870123,122.96600192693835,846,199,8.035399046059126,4.5
143882,141,1.4997621452925753,130.95384214764346,855,200,8.686557870598737,4.5
144955,142,1.4960666564720784,125.4838598871842,871,201,9.58985735350267,4.5
145937,143,1.2907553781013876,104.2438020033535,715,200,5.675868284893574,4.5
146930,144,1.3304112758780196,114.0305765824904,784,201,5.503287444693128,4.5
147935,145,1.4174127070765783,122.98527531532986,791,216,9.720236629907426,4.5
148933,146,1.4265085359882637,113.29738621926015,699,213,4.893767822905092,4.5
149949,147,1.3950585955750678,97.73711515473003,560,211,7.0472074650402625,4.5
150958,148,1.4577106520584835,128.79840660505178,888,214,9.62014820198298,4.5
152013,149,1.4084805441836532,117.23098590852523,632,213,9.803631715632173,4.5
153073,150,1.4567163087472368,126.64685865932533,680,214,5.820383055125731,4.5
154067,151,1.3233553166620324,99.33445891488313,656,209,8.0917362740551,4.5
155110,152,1.4140244016602406,103.12432172409865,670,214,7.502404981485064,4.5
156160,153,1.4614377922903532,129.2116239761751,711,217,6.571574222910208,6.0
157211,154,1.4458716796701505,110.28311405569949,585,215,7.214089637194711,6.0
158252,155,1.4368414622222012,118.17821269696911,777,230,6.46503095664241,6.0
159254,156,1.378051327604116,116.48014213700415,752,225,7.159376397988158,6.0
160296,157,1.447347073005024,123.52842072997316,639,222,9.472334731582643,6.0
161322,158,1.348962942985729,98.31983747780167,609,220,4.30758675784913,6.0
162331,159,1.3282315803042524,95.4870335775948,583,218,6.665191588232638,6.0
163372,160,1.476583743347379,124.72525626698473,674,228,4.231089905709037,6.0
164369,161,1.3200551319889777,93.37554933334123,607,224,7.756974568041067,6.0
165436,162,1.4398160636380877,125.17803153980452,632,228,5.344145633036278,6.0
166455,163,1.413335552920242,122.31031552725837,686,231,4.0480808391873975,6.0
167534,164,1.4472541147155717,125.38877787239687,641,228,8.868613060443943,6.0
168601,165,1.4382823527561934,120.75052802957046,607,227,9.15840759581346,6.0
169627,166,1.423287250891971,127.7976485836391,716,232,8.95317417565791,6.0
170618,167,1.416854393220376,102.09565925745342,608,231,8.764630700809024,6.0
171653,168,1.4261192864698264,101.39702545816863,673,235,8.10867579747792,6.0
172661,169,1.4366881920969894,109.78128699191839,764,239,8.438742748199594,6.0
173734,170,1.546416309413741,116.94804262824526,601,235,8.19724733027047,6.0
174814,171,1.4382129875384886,113.93461256624745,773,249,7.9096038820521075,6.0
175865,172,1.418834878833193,120.98428988862092,802,254,5.817422161527437,6.0
176881,173,1.3417108333678232,106.60197360062372,705,250,8.249271924666317,6.0
177867,174,1.3557943660060403,103.8513695778433,711,265,4.935857280245246,6.0
178888,175,1.3776254046165244,104.90104996697124,666,262,9.186611032607162,6.0
179887,176,1.3305417516243498,107.25316543039877,697,272,6.065716283961202,6.0
180894,177,1.443724051037935,106.75983075137968,660,260,4.940100347767096,6.0
181945,178,1.4882651697692852,107.73819898283962,731,263,9.792334359072763,6.0
183007,179,1.5041650628699428,119.11180787413086,705,256,7.858030436047985,6.0
184052,180,1.4634556832993408,108.1428330520155,689,253,6.477607935084617,6.5
185115,181,1.4650783603867983,104.00494893583999,554,251,5.9620566822270655,6.5
186124,182,1.3462491738663234,121.80655499591711,852,260,4.620697557213474,6.5
